feed_id,player_id,first_name,last_name,team_abbrev,pos,pos2,projected_points,points,user_team_id,picked,position
290085,739,Taylor,Duryea,WBD,DEF,NA,NA,0,NA,NA,NA
998260,277,Jack,Bowes,GCS,MID,NA,NA,0,NA,NA,NA
998529,634,Ivan,Soldo,RIC,RUC,NA,NA,0,NA,NA,NA
998205,403,Harry,Perryman,GWS,MID,NA,NA,0,189,TRUE,MID
294472,1,Rory,Atkins,ADE,MID,NA,NA,0,NA,NA,NA
294092,206,Anthony,McDonald-Tipungwuti,ESS,FWD,NA,NA,0,NA,NA,NA
271015,383,Matt,de Boer,GWS,MID,NA,NA,0,NA,NA,NA
290623,601,Josh,Caddy,RIC,FWD,MID,NA,0,NA,NA,NA
293651,734,Hayden,Crozier,WBD,DEF,NA,NA,0,189,TRUE,DEF
280416,160,Chris,Mayne,COL,MID,NA,NA,0,NA,NA,NA
297473,19,Jake,Kelly,ADE,DEF,NA,NA,0,NA,NA,NA
298288,162,Darcy,Moore,COL,DEF,NA,NA,0,186,TRUE,DEF
295444,156,Tom,Langdon,COL,DEF,NA,NA,0,NA,NA,NA
298174,625,Toby,Nankervis,RIC,RUC,NA,NA,0,189,TRUE,RUC
1000223,597,Liam,Baker,RIC,DEF,FWD,NA,0,33301,TRUE,FWD
290787,507,Shaun,Atley,NTH,DEF,NA,NA,0,33301,TRUE,DEF
281124,92,Levi,Casboult,CAR,DEF,FWD,NA,0,NA,NA,NA
993979,586,Sam,Powell-Pepper,PTA,FWD,MID,NA,0,NA,NA,NA
294068,215,Andrew,Phillips,ESS,RUC,NA,NA,0,NA,NA,NA
998145,240,Sean,Darcy,FRE,RUC,NA,NA,0,182,TRUE,RUC
990882,28,Wayne,Milera,ADE,DEF,MID,NA,0,NA,NA,NA
296254,432,Jarman,Impey,HAW,DEF,NA,NA,0,NA,NA,NA
1002264,649,Hunter,Clark,STK,DEF,NA,NA,0,5524,FALSE,DEF
992128,556,Ryan,Burton,PTA,DEF,NA,NA,0,NA,NA,NA
294504,560,Tom,Clurey,PTA,DEF,NA,NA,0,NA,NA,NA
1006096,564,Xavier,Duursma,PTA,MID,NA,NA,0,NA,NA,NA
293987,577,Jarrod,Lienert,PTA,DEF,NA,NA,0,NA,NA,NA
298630,203,Kyle,Langford,ESS,FWD,MID,NA,0,189,TRUE,FWD
992462,431,Daniel,Howe,HAW,DEF,MID,NA,0,9806,TRUE,MID
280819,614,Dylan,Grimes,RIC,DEF,NA,NA,0,NA,NA,NA
998102,207,Andrew,McGrath,ESS,MID,NA,NA,0,189,TRUE,MID
993816,268,Darcy,Tucker,FRE,FWD,MID,NA,0,NA,NA,NA
250222,477,Nathan,Jones,MEL,DEF,MID,NA,0,NA,NA,NA
999824,353,Quinton,Narkle,GEE,MID,NA,NA,0,NA,NA,NA
294737,721,Callum,Sinclair,SYD,RUC,NA,NA,0,NA,NA,NA
240399,694,Lance,Franklin,SYD,FWD,NA,NA,0,NA,NA,NA
998128,88,Alex,Witherden,BRL,DEF,NA,NA,0,9806,TRUE,DEF
294624,125,Lachie,Plowman,CAR,DEF,NA,NA,0,NA,NA,NA
294733,34,Paul,Seedsman,ADE,MID,NA,NA,0,NA,NA,NA
1000972,563,Willem,Drew,PTA,MID,NA,NA,0,NA,NA,NA
1002242,333,Charlie,Constable,GEE,MID,NA,NA,0,NA,NA,NA
291819,499,Adam,Tomlinson,MEL,MID,NA,NA,0,NA,NA,NA
998134,641,Josh,Battle,STK,DEF,NA,NA,0,NA,NA,NA
291849,161,Brody,Mihocek,COL,FWD,NA,NA,0,NA,NA,NA
296041,445,Tim,O'Brien,HAW,DEF,FWD,NA,0,NA,NA,NA
293813,618,Tom J.,Lynch,RIC,FWD,NA,NA,0,NA,NA,NA
996708,735,Bailey,Dale,WBD,FWD,NA,NA,0,NA,NA,NA
297438,193,Martin,Gleeson,ESS,DEF,NA,NA,0,NA,NA,NA
291533,486,Tom,McDonald,MEL,FWD,NA,NA,0,NA,NA,NA
290722,696,Sam,Gray,SYD,FWD,NA,NA,0,NA,NA,NA
291773,117,Jack,Newnes,CAR,MID,NA,NA,0,NA,NA,NA
292511,370,Zach,Tuohy,GEE,DEF,NA,NA,0,NA,NA,NA
293884,223,Jake,Stringer,ESS,FWD,NA,NA,0,NA,NA,NA
296294,227,Blake,Acres,FRE,FWD,MID,NA,0,NA,NA,NA
261497,369,Harry,Taylor,GEE,DEF,NA,NA,0,NA,NA,NA
298281,482,Jake,Lever,MEL,DEF,NA,NA,0,182,TRUE,DEF
281085,484,Steven,May,MEL,DEF,NA,NA,0,33301,TRUE,DEF
296422,682,Callum,Wilkie,STK,DEF,NA,NA,0,NA,NA,NA
993832,134,Jacob,Weitering,CAR,DEF,NA,NA,0,NA,NA,NA
996692,473,Marty,Hore,MEL,DEF,NA,NA,0,NA,NA,NA
993998,536,Jy,Simpkin,NTH,FWD,MID,NA,0,9806,FALSE,MID
1002232,232,Andrew,Brayshaw,FRE,FWD,MID,NA,0,9806,TRUE,FWD
281281,792,Lewis,Jetta,WCE,DEF,NA,NA,0,NA,NA,NA
291720,152,Will,Hoskin-Elliott,COL,FWD,NA,NA,0,NA,NA,NA
293801,149,Jamie,Elliott,COL,FWD,NA,NA,0,NA,NA,NA
996483,756,Toby,McLean,WBD,FWD,NA,NA,0,NA,NA,NA
997078,216,Mason,Redman,ESS,DEF,NA,NA,0,NA,NA,NA
993993,599,Shai,Bolton,RIC,FWD,NA,NA,0,9856,TRUE,FWD
280934,40,Daniel,Talia,ADE,DEF,NA,NA,0,NA,NA,NA
1000959,419,James,Cousins,HAW,MID,NA,NA,0,NA,NA,NA
993480,659,Dougal,Howard,STK,DEF,FWD,NA,0,NA,NA,NA
261374,404,Sam J.,Reid,GWS,DEF,NA,NA,0,NA,NA,NA
994599,554,Riley,Bonner,PTA,DEF,NA,NA,0,NA,NA,NA
250417,12,Bryce,Gibbs,ADE,MID,NA,NA,0,NA,NA,NA
296225,803,Willie,Rioli,WCE,FWD,NA,NA,0,NA,NA,NA
250395,630,Jack,Riewoldt,RIC,FWD,NA,NA,0,NA,NA,NA
998103,691,Oliver,Florent,SYD,MID,NA,NA,0,NA,NA,NA
996731,96,Charlie,Curnow,CAR,FWD,NA,NA,0,NA,NA,NA
290823,237,Reece,Conca,FRE,MID,NA,NA,0,NA,NA,NA
294125,272,Nathan,Wilson,FRE,DEF,NA,NA,0,9867,TRUE,DEF
294828,347,Josh,Jenkins,GEE,FWD,NA,NA,0,NA,NA,NA
1002770,142,Callum L.,Brown,COL,FWD,NA,NA,0,NA,NA,NA
296735,520,Aaron,Hall,NTH,MID,NA,NA,0,NA,NA,NA
291753,285,Sam,Day,GCS,FWD,NA,NA,0,NA,NA,NA
293193,2,Luke,Brown,ADE,DEF,NA,NA,0,NA,NA,NA
298289,324,Peter,Wright,GCS,FWD,NA,NA,0,NA,NA,NA
1005521,74,Oscar,McInerney,BRL,RUC,FWD,NA,0,186,TRUE,FWD
280918,55,Allen,Christensen,BRL,FWD,NA,NA,0,NA,NA,NA
1002404,757,Aaron,Naughton,WBD,FWD,NA,NA,0,NA,NA,NA
1000887,437,Mitch,Lewis,HAW,FWD,NA,NA,0,NA,NA,NA
280506,41,Taylor,Walker,ADE,FWD,NA,NA,0,NA,NA,NA
1004938,352,Gryan,Miers,GEE,FWD,NA,NA,0,NA,NA,NA
297456,297,Nick,Holman,GCS,FWD,NA,NA,0,NA,NA,NA
298280,204,Jayden,Laverde,ESS,FWD,NA,NA,0,NA,NA,NA
996580,250,Ethan,Hughes,FRE,DEF,NA,NA,0,NA,NA,NA
280038,209,Shaun,McKernan,ESS,FWD,NA,NA,0,NA,NA,NA
290198,596,David,Astbury,RIC,DEF,NA,NA,0,NA,NA,NA
296269,61,Darcy,Gardiner,BRL,DEF,NA,NA,0,NA,NA,NA
270912,365,Jack,Steven,GEE,FWD,MID,NA,0,NA,NA,NA
250362,23,David,Mackay,ADE,DEF,MID,NA,0,NA,NA,NA
993795,95,David,Cuningham,CAR,FWD,NA,NA,0,NA,NA,NA
991933,602,Jason,Castagna,RIC,FWD,NA,NA,0,NA,NA,NA
290622,465,Mitch,Brown,MEL,FWD,NA,NA,0,NA,NA,NA
280824,487,Jake,Melksham,MEL,FWD,NA,NA,0,NA,NA,NA
281078,105,Liam,Jones,CAR,DEF,NA,NA,0,NA,NA,NA
1002227,615,Jack,Higgins,RIC,FWD,NA,NA,0,NA,NA,NA
291492,730,Josh,Bruce,WBD,FWD,NA,NA,0,NA,NA,NA
1004385,776,Oscar,Allen,WCE,FWD,NA,NA,0,NA,NA,NA
293581,71,Lincoln,McCarthy,BRL,FWD,NA,NA,0,NA,NA,NA
280969,453,Tom,Scully,HAW,MID,NA,NA,0,NA,NA,NA
295340,546,Mason,Wood,NTH,FWD,NA,NA,0,NA,NA,NA
999827,101,Zac,Fisher,CAR,FWD,MID,NA,0,9867,TRUE,FWD
270861,150,Levi,Greenwood,COL,DEF,NA,NA,0,NA,NA,NA
992000,666,Jack,Lonie,STK,FWD,NA,NA,0,NA,NA,NA
280013,765,Jackson,Trengove,WBD,DEF,NA,NA,0,NA,NA,NA
998484,549,Cameron,Zurhaar,NTH,FWD,NA,NA,0,NA,NA,NA
291509,398,Adam,Kennedy,GWS,DEF,NA,NA,0,NA,NA,NA
295067,228,James,Aish,FRE,DEF,NA,NA,0,NA,NA,NA
992059,265,Sam,Switkowski,FRE,FWD,NA,NA,0,NA,NA,NA
298268,784,Liam,Duggan,WCE,DEF,NA,NA,0,182,FALSE,DEF
990816,192,Aaron,Francis,ESS,DEF,NA,NA,0,NA,NA,NA
280012,170,Jordan,Roughead,COL,DEF,NA,NA,0,NA,NA,NA
998109,187,Dylan,Clarke,ESS,MID,NA,NA,0,NA,NA,NA
280711,562,Charlie,Dixon,PTA,FWD,NA,NA,0,186,TRUE,FWD
998114,452,Jack,Scrimshaw,HAW,DEF,NA,NA,0,NA,NA,NA
290160,472,Michael,Hibberd,MEL,DEF,NA,NA,0,NA,NA,NA
992049,633,Jayden,Short,RIC,DEF,NA,NA,0,189,TRUE,DEF
290802,524,Ben,Jacobs,NTH,MID,NA,NA,0,NA,NA,NA
270811,395,Sam,Jacobs,GWS,RUC,NA,NA,0,NA,NA,NA
298302,111,Caleb,Marchbank,CAR,DEF,NA,NA,0,NA,NA,NA
293738,422,Sam,Frost,HAW,DEF,NA,NA,0,NA,NA,NA
1002251,381,Brent,Daniels,GWS,FWD,NA,NA,0,NA,NA,NA
260710,449,Paul,Puopolo,HAW,FWD,NA,NA,0,NA,NA,NA
1007102,354,Mark,O'Connor,GEE,DEF,NA,NA,0,NA,NA,NA
290757,681,Jimmy,Webster,STK,DEF,NA,NA,0,NA,NA,NA
294570,662,Dean,Kent,STK,FWD,NA,NA,0,NA,NA,NA
