player.feed_id,player_id,round,picked,position,points,ppts,player.first_name,player.last_name,player.team.abbrev,user_team_id,userTeam.teamname,userTeam.user_id,userTeam.user.first_name
996701,490,6,true,MID,106,125,Clayton,Oliver,MEL,189,The Full Bonty,10857,Anthony
993817,214,6,true,FWD,88,68,Darcy,Parish,ESS,189,The Full Bonty,10857,Anthony
998133,51,6,true,MID,87,103,Jarrod,Berry,BRL,189,The Full Bonty,10857,Anthony
991930,559,6,true,DEF,84,74,Darcy,Byrne-Jones,PTA,189,The Full Bonty,10857,Anthony
294307,5,6,true,MID,81,99,Brad,Crouch,ADE,189,The Full Bonty,10857,Anthony
230202,131,6,true,DEF,70,77,Kade,Simpson,CAR,189,The Full Bonty,10857,Anthony
298524,322,6,true,DEF,59,88,Lachie,Weller,GCS,189,The Full Bonty,10857,Anthony
291351,426,6,true,FWD,58,77,Jack,Gunston,HAW,189,The Full Bonty,10857,Anthony
291526,334,6,true,FWD,53,77,Luke,Dahlhaus,GEE,189,The Full Bonty,10857,Anthony
270325,537,6,true,DEF,53,101,Robbie,Tarrant,NTH,189,The Full Bonty,10857,Anthony
990609,54,6,true,FWD,47,82,Charlie,Cameron,BRL,189,The Full Bonty,10857,Anthony
281065,337,6,true,MID,13,121,Mitch,Duncan,GEE,189,The Full Bonty,10857,Anthony
294685,415,6,false,DEF,0,0,Zac,Williams,GWS,189,The Full Bonty,10857,Anthony
1006094,133,6,false,MID,0,0,Sam,Walsh,CAR,189,The Full Bonty,10857,Anthony
280965,173,6,false,MID,0,0,Steele,Sidebottom,COL,189,The Full Bonty,10857,Anthony
996464,304,6,false,FWD,0,0,Darcy,MacPherson,GCS,189,The Full Bonty,10857,Anthony
294199,351,6,true,MID,152,84,Sam,Menegola,GEE,182,Coronaviney,300791,Paul
291748,37,6,true,DEF,124,70,Brodie,Smith,ADE,182,Coronaviney,300791,Paul
291902,501,6,true,MID,123,98,Jack,Viney,MEL,182,Coronaviney,300791,Paul
294305,414,6,true,FWD,111,75,Lachie,Whitfield,GWS,182,Coronaviney,300791,Paul
1004592,740,6,true,RUC,105,111,Tim,English,WBD,182,Coronaviney,300791,Paul
298288,162,6,true,DEF,102,85,Darcy,Moore,COL,182,Coronaviney,300791,Paul
298421,655,6,true,FWD,92,78,Jade,Gresham,STK,182,Coronaviney,300791,Paul
992010,159,6,true,DEF,89,108,Brayden,Maynard,COL,182,Coronaviney,300791,Paul
298539,698,6,true,FWD,86,84,Isaac,Heeney,SYD,182,Coronaviney,300791,Paul
294318,593,6,true,MID,85,82,Ollie,Wines,PTA,182,Coronaviney,300791,Paul
280109,413,6,true,MID,75,71,Callan,Ward,GWS,182,Coronaviney,300791,Paul
992016,211,6,true,MID,68,112,Zach,Merrett,ESS,182,Coronaviney,300791,Paul
290801,787,6,true,MID,67,121,Andrew,Gaff,WCE,182,Coronaviney,300791,Paul
294101,747,6,true,DEF,57,90,Jason,Johannisen,WBD,182,Coronaviney,300791,Paul
296294,227,6,true,FWD,46,68,Blake,Acres,FRE,182,Coronaviney,300791,Paul
996059,47,6,true,DEF,43,83,Harris,Andrews,BRL,182,Coronaviney,300791,Paul
291327,418,6,true,FWD,43,86,Jonathon,Ceglar,HAW,182,Coronaviney,300791,Paul
260382,700,6,true,MID,18,114,Josh P.,Kennedy,SYD,182,Coronaviney,300791,Paul
992128,556,6,false,DEF,0,0,Ryan,Burton,PTA,182,Coronaviney,300791,Paul
992242,690,6,false,DEF,0,0,Jordan,Dawson,SYD,182,Coronaviney,300791,Paul
280921,513,6,false,MID,0,0,Ben,Cunnington,NTH,182,Coronaviney,300791,Paul
270896,606,6,false,MID,0,0,Trent,Cotchin,RIC,182,Coronaviney,300791,Paul
281091,293,6,true,FWD,126,110,Hugh,Greenwood,GCS,9867,Bad Boys For Fyfe,71052,James
294859,796,6,true,DEF,122,76,Jeremy,McGovern,WCE,9867,Bad Boys For Fyfe,71052,James
292128,816,6,true,MID,105,79,Elliot,Yeo,WCE,9867,Bad Boys For Fyfe,71052,James
