feed_id,player_id,first_name,last_name,team_abbrev,pos,pos2,projected_points,points,user_team_id,picked,position,sc_team,sc_coach,round,year
240283,789,Shannon,Hurn,WCE,DEF,,109,73,9806,true,DEF,HoweIMetYourMother,Lester,2,2020
295898,794,Tim,Kelly,WCE,MID,,121,105,189,true,MID,The Full Bonty,Anthony,2,2020
281065,337,Mitch,Duncan,GEE,MID,,104,114,189,true,MID,The Full Bonty,Anthony,2,2020
270963,36,Rory,Sloane,ADE,MID,,121,78,5524,true,MID,The Dragon's Laird,Luke,2,2020
998172,411,Tim,Taranto,GWS,MID,,96,,5524,false,MID,The Dragon's Laird,Luke,2,2020
280921,513,Ben,Cunnington,NTH,MID,,99,72,182,true,MID,Coronaviney,Paul,2,2020
294685,415,Zac,Williams,GWS,DEF,,117,82,189,true,DEF,The Full Bonty,Anthony,2,2020
290746,578,Scott,Lycett,PTA,RUC,,94,117,9806,true,RUC,HoweIMetYourMother,Lester,2,2020
290627,628,Dion,Prestia,RIC,MID,,101,72,5524,true,MID,The Dragon's Laird,Luke,2,2020
291969,378,Stephen,Coniglio,GWS,MID,,107,111,9867,true,MID,Bad Boys For Fyfe,James,2,2020
280078,809,Luke,Shuey,WCE,MID,,102,116,186,true,MID,GetRichOrDieTryin,Mark,2,2020
281007,270,Michael,Walters,FRE,FWD,MID,105,148,9856,true,FWD,It's always Sonny,Simon,2,2020
290847,620,Dustin,Martin,RIC,FWD,MID,97,79,9806,true,FWD,HoweIMetYourMother,Lester,2,2020
291975,323,Jarrod,Witts,GCS,RUC,,90,77,182,false,RUC,Coronaviney,Paul,2,2020
295136,736,Caleb,Daniel,WBD,DEF,,97,83,9867,true,DEF,Bad Boys For Fyfe,James,2,2020
293716,67,Jarryd,Lyons,BRL,MID,,119,92,9806,true,MID,HoweIMetYourMother,Lester,2,2020
294307,5,Brad,Crouch,ADE,MID,,105,66,189,true,MID,The Full Bonty,Anthony,2,2020
291800,366,Tom,Stewart,GEE,DEF,,92,119,9806,true,DEF,HoweIMetYourMother,Lester,2,2020
293846,676,Sebastian,Ross,STK,MID,,98,111,5524,true,MID,The Dragon's Laird,Luke,2,2020
291783,219,Dylan,Shiel,ESS,MID,,95,96,9867,true,MID,Bad Boys For Fyfe,James,2,2020
261299,108,Matthew,Kreuzer,CAR,RUC,,82,,,,,,,2,2020
290307,715,Dane,Rampe,SYD,DEF,,86,149,9856,true,DEF,It's always Sonny,Simon,2,2020
1002222,460,James,Worpel,HAW,MID,,101,91,186,true,MID,GetRichOrDieTryin,Mark,2,2020
293222,21,Rory,Laird,ADE,DEF,,90,72,5524,true,DEF,The Dragon's Laird,Luke,2,2020
271072,80,Daniel,Rich,BRL,DEF,,97,80,186,true,DEF,GetRichOrDieTryin,Mark,2,2020
291776,136,Taylor,Adams,COL,MID,,104,131,9856,true,MID,It's always Sonny,Simon,2,2020
297907,116,Nic,Newman,CAR,DEF,,96,8,,,,,,2,2020
998659,261,Luke,Ryan,FRE,DEF,,90,123,186,true,DEF,GetRichOrDieTryin,Mark,2,2020
993903,392,Jacob,Hopper,GWS,MID,,115,68,33301,true,MID,"What's Up, Doch?",Jordan,2,2020
220001,325,Gary,Ablett,GEE,FWD,,107,130,9856,true,FWD,It's always Sonny,Simon,2,2020
297523,30,Reilly,O'Brien,ADE,RUC,,85,161,5524,true,RUC,The Dragon's Laird,Luke,2,2020
294557,746,Lachie,Hunter,WBD,MID,,81,,5524,false,MID,The Dragon's Laird,Luke,2,2020
297899,471,James,Harmes,MEL,MID,,96,61,9856,true,MID,It's always Sonny,Simon,2,2020
296296,807,Dom,Sheed,WCE,MID,,109,77,9806,true,MID,HoweIMetYourMother,Lester,2,2020
296205,680,Jack,Steele,STK,MID,,102,137,186,true,MID,GetRichOrDieTryin,Mark,2,2020
260227,522,Shaun,Higgins,NTH,MID,,78,117,186,true,MID,GetRichOrDieTryin,Mark,2,2020
291201,430,Ricky,Henderson,HAW,MID,,92,40,,,,,,2,2020
290629,197,Dyson,Heppell,ESS,MID,,86,89,33301,true,MID,"What's Up, Doch?",Jordan,2,2020
290311,82,Mitch,Robinson,BRL,MID,,84,106,33301,true,MID,"What's Up, Doch?",Jordan,2,2020
280965,173,Steele,Sidebottom,COL,MID,,91,95,189,true,MID,The Full Bonty,Anthony,2,2020
280109,413,Callan,Ward,GWS,MID,,3,83,182,true,MID,Coronaviney,Paul,2,2020
1000978,72,Hugh,McCluggage,BRL,MID,,97,66,9867,true,MID,Bad Boys For Fyfe,James,2,2020
298539,698,Isaac,Heeney,SYD,FWD,MID,98,60,182,true,FWD,Coronaviney,Paul,2,2020
295344,387,Toby,Greene,GWS,FWD,,98,47,33301,true,FWD,"What's Up, Doch?",Jordan,2,2020
297566,455,James,Sicily,HAW,DEF,,82,96,9856,true,DEF,It's always Sonny,Simon,2,2020
296351,643,Jack,Billings,STK,MID,,105,133,33301,true,MID,"What's Up, Doch?",Jordan,2,2020
293479,59,Cameron,Ellis-Yolmen,BRL,MID,,92,,,,,,,2,2020
294429,653,Luke,Dunstan,STK,MID,,91,,9856,false,MID,It's always Sonny,Simon,2,2020
293845,377,Jeremy,Cameron,GWS,FWD,,84,53,9806,true,FWD,HoweIMetYourMother,Lester,2,2020
261323,439,Ben,McEvoy,HAW,RUC,,102,78,,,,,,2,2020
280763,69,Stefan,Martin,BRL,RUC,,89,38,9867,true,RUC,Bad Boys For Fyfe,James,2,2020
294674,637,Nick,Vlastuin,RIC,DEF,,84,100,33301,true,DEF,"What's Up, Doch?",Jordan,2,2020
270919,587,Tom,Rockliff,PTA,MID,,102,99,9856,true,MID,It's always Sonny,Simon,2,2020
280944,548,Jack,Ziebell,NTH,FWD,MID,83,89,9856,true,FWD,It's always Sonny,Simon,2,2020
270146,97,Ed,Curnow,CAR,MID,,94,98,5524,true,MID,The Dragon's Laird,Luke,2,2020
250105,115,Marc,Murphy,CAR,MID,,101,107,186,false,MID,GetRichOrDieTryin,Mark,2,2020
296359,495,Christian,Salem,MEL,DEF,,91,94,9856,true,DEF,It's always Sonny,Simon,2,2020
294613,446,Jaeger,O'Meara,HAW,MID,,88,,5524,false,MID,The Dragon's Laird,Luke,2,2020
281373,802,Jack,Redden,WCE,MID,,68,67,,,,,,2,2020
994295,574,Dan,Houston,PTA,DEF,MID,90,60,9856,true,DEF,It's always Sonny,Simon,2,2020
240052,256,David,Mundy,FRE,MID,,88,73,,,,,,2,2020
293871,146,Jack,Crisp,COL,DEF,,77,108,5524,true,DEF,The Dragon's Laird,Luke,2,2020
291748,37,Brodie,Smith,ADE,DEF,,77,56,9806,true,DEF,HoweIMetYourMother,Lester,2,2020
298524,322,Lachie,Weller,GCS,DEF,,84,100,189,true,DEF,The Full Bonty,Anthony,2,2020
294318,593,Ollie,Wines,PTA,MID,,97,,182,false,MID,Coronaviney,Paul,2,2020
290832,319,David,Swallow,GCS,MID,,85,,9867,false,MID,Bad Boys For Fyfe,James,2,2020
290032,617,Kane,Lambert,RIC,FWD,,76,58,186,true,FWD,GetRichOrDieTryin,Mark,2,2020
294036,699,George,Hewett,SYD,MID,,81,67,9806,false,MID,HoweIMetYourMother,Lester,2,2020
993799,289,Brayden,Fiorini,GCS,MID,,79,87,,,,,,2,2020
290738,534,Jared,Polec,NTH,MID,,76,120,5524,true,MID,The Dragon's Laird,Luke,2,2020
294859,796,Jeremy,McGovern,WCE,DEF,,84,63,9867,true,DEF,Bad Boys For Fyfe,James,2,2020
295265,389,Nick,Haynes,GWS,DEF,,103,97,33301,true,DEF,"What's Up, Doch?",Jordan,2,2020
994185,148,Jordan,De Goey,COL,FWD,,80,67,186,true,FWD,GetRichOrDieTryin,Mark,2,2020
991930,559,Darcy,Byrne-Jones,PTA,DEF,,89,94,189,true,DEF,The Full Bonty,Anthony,2,2020
990740,251,Rory,Lobb,FRE,RUC,,108,57,,,,,,2,2020
1006094,133,Sam,Walsh,CAR,MID,,80,89,189,false,MID,The Full Bonty,Anthony,2,2020
280737,454,Liam,Shiels,HAW,MID,,104,20,33301,false,MID,"What's Up, Doch?",Jordan,2,2020
293713,286,Brandon,Ellis,GCS,MID,,87,,,,,,,2,2020
291861,506,Jed,Anderson,NTH,MID,,95,78,,,,,,2,2020
992242,690,Jordan,Dawson,SYD,DEF,FWD,81,45,182,true,DEF,Coronaviney,Paul,2,2020
280317,363,Rhys,Stanley,GEE,RUC,,83,122,,,,,,2,2020
298264,481,Ed,Langdon,MEL,MID,,86,90,9856,true,MID,It's always Sonny,Simon,2,2020
250321,361,Joel,Selwood,GEE,MID,,85,151,186,false,MID,GetRichOrDieTryin,Mark,2,2020
993817,214,Darcy,Parish,ESS,FWD,MID,75,86,182,true,FWD,Coronaviney,Paul,2,2020
991988,660,Zak,Jones,STK,MID,,77,127,33301,true,MID,"What's Up, Doch?",Jordan,2,2020
261510,343,Tom,Hawkins,GEE,FWD,,78,63,186,true,FWD,GetRichOrDieTryin,Mark,2,2020
281091,293,Hugh,Greenwood,GCS,FWD,MID,101,95,9867,true,FWD,Bad Boys For Fyfe,James,2,2020
291526,334,Luke,Dahlhaus,GEE,FWD,,79,87,189,true,FWD,The Full Bonty,Anthony,2,2020
998133,51,Jarrod,Berry,BRL,MID,,86,79,,,,,,2,2020
298272,307,Touk,Miller,GCS,MID,,87,98,9806,true,MID,HoweIMetYourMother,Lester,2,2020
261320,184,Tom,Bellchambers,ESS,RUC,,97,43,,,,,,2,2020
270938,22,Tom,Lynch,ADE,FWD,,97,60,9856,true,FWD,It's always Sonny,Simon,2,2020
290838,783,Jack,Darling,WCE,FWD,,69,53,186,true,FWD,GetRichOrDieTryin,Mark,2,2020
294101,747,Jason,Johannisen,WBD,DEF,,85,74,182,false,DEF,Coronaviney,Paul,2,2020
260930,609,Shane,Edwards,RIC,DEF,MID,88,69,33301,true,DEF,"What's Up, Doch?",Jordan,2,2020
271045,797,Nic,Naitanui,WCE,RUC,,94,85,9856,true,RUC,It's always Sonny,Simon,2,2020
295584,657,Bradley,Hill,STK,MID,,74,57,,,,,,2,2020
280858,678,Shane,Savage,STK,DEF,,76,,,,,,,2,2020
298421,655,Jade,Gresham,STK,FWD,MID,77,120,182,true,FWD,Coronaviney,Paul,2,2020
281080,808,Brad,Sheppard,WCE,DEF,,89,67,186,true,DEF,GetRichOrDieTryin,Mark,2,2020
290671,306,Anthony,Miles,GCS,MID,,79,,,,,,,2,2020
296035,516,Trent,Dumont,NTH,MID,,81,103,,,,,,2,2020
291545,767,Mitch,Wallis,WBD,FWD,MID,76,64,33301,true,FWD,"What's Up, Doch?",Jordan,2,2020
270732,763,Matthew,Suckling,WBD,DEF,,72,47,33301,true,DEF,"What's Up, Doch?",Jordan,2,2020
261396,570,Robbie,Gray,PTA,FWD,MID,94,77,33301,true,FWD,"What's Up, Doch?",Jordan,2,2020
298279,464,Angus,Brayshaw,MEL,MID,,75,83,9806,true,MID,HoweIMetYourMother,Lester,2,2020
294877,456,Isaac,Smith,HAW,MID,,95,88,,,,,,2,2020
996487,166,Tom,Phillips,COL,MID,,84,99,,,,,,2,2020
996059,47,Harris,Andrews,BRL,DEF,,91,88,182,true,DEF,Coronaviney,Paul,2,2020
296733,328,Mark,Blicavs,GEE,DEF,,83,95,,,,,,2,2020
250267,677,Paddy,Ryder,STK,RUC,FWD,91,84,189,true,FWD,The Full Bonty,Anthony,2,2020
240700,406,Heath,Shaw,GWS,DEF,,71,47,,,,,,2,2020
1004592,740,Tim,English,WBD,RUC,,82,68,,,,,,2,2020
270325,537,Robbie,Tarrant,NTH,DEF,,73,90,,,,,,2,2020
290799,751,Tom,Liberatore,WBD,MID,,70,,,,,,,2,2020
298111,384,Jeremy,Finlayson,GWS,FWD,,69,60,9867,true,FWD,Bad Boys For Fyfe,James,2,2020
993905,709,Callum,Mills,SYD,DEF,,96,96,9806,true,DEF,HoweIMetYourMother,Lester,2,2020
996464,304,Darcy,MacPherson,GCS,FWD,MID,68,65,189,true,FWD,The Full Bonty,Anthony,2,2020
295461,218,Adam,Saad,ESS,DEF,,90,100,9867,true,DEF,Bad Boys For Fyfe,James,2,2020
994539,121,Sam,Petrevski-Seton,CAR,DEF,MID,90,103,9867,true,DEF,Bad Boys For Fyfe,James,2,2020
280762,401,Shane,Mumford,GWS,RUC,,103,,,,,,,2,2020
290194,526,Jamie,Macmillan,NTH,DEF,,73,75,,,,,,2,2020
230202,131,Kade,Simpson,CAR,DEF,,75,70,189,true,DEF,The Full Bonty,Anthony,2,2020
271001,138,Dayne,Beams,COL,MID,,74,,,,,,,2,2020
294199,351,Sam,Menegola,GEE,MID,,68,119,,,,,,2,2020
1003130,752,Patrick,Lipinski,WBD,FWD,MID,96,97,9867,true,FWD,Bad Boys For Fyfe,James,2,2020
298210,491,Christian,Petracca,MEL,FWD,,91,126,33301,true,FWD,"What's Up, Doch?",Jordan,2,2020
291902,501,Jack,Viney,MEL,MID,,95,86,182,true,MID,Coronaviney,Paul,2,2020
270588,199,Cale,Hooker,ESS,DEF,,77,80,,,,,,2,2020
294596,671,Tim,Membrey,STK,FWD,,68,62,9867,false,FWD,Bad Boys For Fyfe,James,2,2020
1002240,175,Jaidyn,Stephenson,COL,FWD,,78,,,,,,,2,2020
291978,689,Harry,Cunningham,SYD,DEF,,73,69,,,,,,2,2020
295518,99,Sam,Docherty,CAR,DEF,,127,93,33301,true,DEF,"What's Up, Doch?",Jordan,2,2020
998129,278,Will,Brodie,GCS,MID,,66,,,,,,,2,2020
260750,591,Justin,Westhoff,PTA,FWD,MID,74,101,9806,true,FWD,HoweIMetYourMother,Lester,2,2020
1002583,635,Sydney,Stack,RIC,DEF,,77,38,9856,false,DEF,It's always Sonny,Simon,2,2020
261892,572,Hamish,Hartlett,PTA,DEF,,75,73,9806,false,DEF,HoweIMetYourMother,Lester,2,2020
992010,159,Brayden,Maynard,COL,DEF,,80,105,182,true,DEF,Coronaviney,Paul,2,2020
997846,208,Conor,McKenna,ESS,DEF,,87,,,,,,,2,2020
291351,426,Jack,Gunston,HAW,FWD,,77,71,5524,true,FWD,The Dragon's Laird,Luke,2,2020
990609,54,Charlie,Cameron,BRL,FWD,,78,118,,,,,,2,2020
270935,200,Michael,Hurley,ESS,DEF,,85,78,5524,true,DEF,The Dragon's Laird,Luke,2,2020
291867,509,Ben,Brown,NTH,FWD,,79,80,,,,,,2,2020
290156,533,Jasper,Pittard,NTH,DEF,,79,80,,,,,,2,2020
291313,153,Jeremy,Howe,COL,DEF,,98,126,9806,true,DEF,HoweIMetYourMother,Lester,2,2020
280804,382,Phil,Davis,GWS,DEF,,69,31,,,,,,2,2020
270896,606,Trent,Cotchin,RIC,MID,,79,99,182,true,MID,Coronaviney,Paul,2,2020
993794,428,Blake,Hardwick,HAW,DEF,,80,44,,,,,,2,2020
270951,225,David,Zaharakis,ESS,MID,,76,28,,,,,,2,2020
298419,356,Brandan,Parfitt,GEE,FWD,MID,75,114,186,false,FWD,GetRichOrDieTryin,Mark,2,2020
293854,266,Matt,Taberner,FRE,FWD,,71,62,,,,,,2,2020
290188,716,Sam,Reid,SYD,FWD,,74,,,,,,,2,2020
294266,788,Tom,Hickey,WCE,RUC,,68,,,,,,,2,2020
996765,713,Tom,Papley,SYD,FWD,,70,84,5524,true,FWD,The Dragon's Laird,Luke,2,2020
990290,777,Tom,Barrass,WCE,DEF,,86,55,,,,,,2,2020
1001299,588,Connor,Rozee,PTA,FWD,,81,145,5524,true,FWD,The Dragon's Laird,Luke,2,2020
294469,683,Aliir,Aliir,SYD,DEF,,67,83,,,,,,2,2020
296190,112,Jack,Martin,CAR,FWD,MID,82,71,33301,true,FWD,"What's Up, Doch?",Jordan,2,2020
994389,679,Jack,Sinclair,STK,FWD,MID,66,,,,,,,2,2020
270512,294,Pearce,Hanley,GCS,DEF,,87,74,,,,,,2,2020
240254,295,Jarrod,Harbrow,GCS,DEF,,75,68,,,,,,2,2020
290073,753,Sam,Lloyd,WBD,FWD,,72,16,,,,,,2,2020
990827,613,Jack,Graham,RIC,MID,,66,88,,,,,,2,2020
297354,550,Karl,Amon,PTA,MID,,69,80,,,,,,2,2020
280744,416,Luke,Breust,HAW,FWD,,78,68,9856,true,FWD,It's always Sonny,Simon,2,2020
292145,575,Tom,Jonas,PTA,DEF,,73,45,,,,,,2,2020
210012,417,Shaun,Burgoyne,HAW,DEF,,80,75,,,,,,2,2020
291327,418,Jonathon,Ceglar,HAW,RUC,FWD,90,71,182,true,FWD,Coronaviney,Paul,2,2020
290117,656,Dan,Hannebery,STK,MID,,91,97,9806,true,MID,HoweIMetYourMother,Lester,2,2020
1006130,761,Bailey,Smith,WBD,FWD,MID,75,126,5524,true,FWD,The Dragon's Laird,Luke,2,2020
261911,565,Brad,Ebert,PTA,FWD,,83,127,,,,,,2,2020
290550,341,Cameron,Guthrie,GEE,MID,,74,83,,,,,,2,2020
1001438,468,Bayley,Fritsch,MEL,DEF,FWD,80,76,,,,,,2,2020
993107,391,Harry,Himmelberg,GWS,FWD,,75,98,,,,,,2,2020
290826,782,Jamie,Cripps,WCE,FWD,,69,27,,,,,,2,2020
290797,749,Alex,Keath,WBD,DEF,,83,47,9867,false,DEF,Bad Boys For Fyfe,James,2,2020
291962,459,Chad,Wingard,HAW,FWD,MID,77,60,5524,true,FWD,The Dragon's Laird,Luke,2,2020
298450,231,Connor,Blakely,FRE,DEF,,67,,186,false,DEF,GetRichOrDieTryin,Mark,2,2020
290085,739,Taylor,Duryea,WBD,DEF,,73,,,,,,,2,2020
998260,277,Jack,Bowes,GCS,MID,,76,99,,,,,,2,2020
998529,634,Ivan,Soldo,RIC,RUC,,75,108,,,,,,2,2020
998205,403,Harry,Perryman,GWS,MID,,86,63,9867,true,MID,Bad Boys For Fyfe,James,2,2020
294472,1,Rory,Atkins,ADE,MID,,81,54,,,,,,2,2020
294092,206,Anthony,McDonald-Tipungwuti,ESS,FWD,,71,33,,,,,,2,2020
271015,383,Matt,de Boer,GWS,MID,,66,81,,,,,,2,2020
290623,601,Josh,Caddy,RIC,FWD,MID,80,,33301,false,FWD,"What's Up, Doch?",Jordan,2,2020
293651,734,Hayden,Crozier,WBD,DEF,,89,46,9856,true,DEF,It's always Sonny,Simon,2,2020
280416,160,Chris,Mayne,COL,MID,,88,85,,,,,,2,2020
297473,19,Jake,Kelly,ADE,DEF,,74,14,,,,,,2,2020
298288,162,Darcy,Moore,COL,DEF,,83,72,,,,,,2,2020
295444,156,Tom,Langdon,COL,DEF,,77,,,,,,,2,2020
298174,625,Toby,Nankervis,RIC,RUC,,70,,,,,,,2,2020
1000223,597,Liam,Baker,RIC,DEF,FWD,80,65,189,true,FWD,The Full Bonty,Anthony,2,2020
290787,507,Shaun,Atley,NTH,DEF,,75,80,,,,,,2,2020
281124,92,Levi,Casboult,CAR,DEF,FWD,78,48,,,,,,2,2020
993979,586,Sam,Powell-Pepper,PTA,FWD,MID,73,65,189,true,FWD,The Full Bonty,Anthony,2,2020
294068,215,Andrew,Phillips,ESS,RUC,,94,,,,,,,2,2020
998145,240,Sean,Darcy,FRE,RUC,,70,47,,,,,,2,2020
990882,28,Wayne,Milera,ADE,DEF,MID,71,70,182,true,DEF,Coronaviney,Paul,2,2020
296254,432,Jarman,Impey,HAW,DEF,,55,,,,,,,2,2020
1002264,649,Hunter,Clark,STK,DEF,,79,105,186,true,DEF,GetRichOrDieTryin,Mark,2,2020
992128,556,Ryan,Burton,PTA,DEF,,74,40,189,false,DEF,The Full Bonty,Anthony,2,2020
294504,560,Tom,Clurey,PTA,DEF,,69,98,,,,,,2,2020
1006096,564,Xavier,Duursma,PTA,MID,,69,109,,,,,,2,2020
293987,577,Jarrod,Lienert,PTA,DEF,,87,,,,,,,2,2020
298630,203,Kyle,Langford,ESS,FWD,MID,78,104,,,,,,2,2020
992462,431,Daniel,Howe,HAW,DEF,MID,78,,,,,,,2,2020
280819,614,Dylan,Grimes,RIC,DEF,,65,70,,,,,,2,2020
998102,207,Andrew,McGrath,ESS,MID,,75,98,189,true,MID,The Full Bonty,Anthony,2,2020
993816,268,Darcy,Tucker,FRE,FWD,MID,68,79,9806,true,FWD,HoweIMetYourMother,Lester,2,2020
250222,477,Nathan,Jones,MEL,DEF,MID,80,31,,,,,,2,2020
999824,353,Quinton,Narkle,GEE,MID,,102,71,189,false,MID,The Full Bonty,Anthony,2,2020
294737,721,Callum,Sinclair,SYD,RUC,,64,144,,,,,,2,2020
240399,694,Lance,Franklin,SYD,FWD,,76,,,,,,,2,2020
998128,88,Alex,Witherden,BRL,DEF,,62,,33301,false,DEF,"What's Up, Doch?",Jordan,2,2020
294624,125,Lachie,Plowman,CAR,DEF,,72,61,,,,,,2,2020
294733,34,Paul,Seedsman,ADE,MID,,51,33,,,,,,2,2020
1000972,563,Willem,Drew,PTA,MID,,71,,,,,,,2,2020
1002242,333,Charlie,Constable,GEE,MID,,76,,,,,,,2,2020
291819,499,Adam,Tomlinson,MEL,MID,,73,66,,,,,,2,2020
998134,641,Josh,Battle,STK,DEF,,54,,,,,,,2,2020
291849,161,Brody,Mihocek,COL,FWD,,81,40,9867,true,FWD,Bad Boys For Fyfe,James,2,2020
296041,445,Tim,O'Brien,HAW,DEF,FWD,63,58,,,,,,2,2020
293813,618,Tom J.,Lynch,RIC,FWD,,84,113,186,true,FWD,GetRichOrDieTryin,Mark,2,2020
996708,735,Bailey,Dale,WBD,FWD,,69,48,,,,,,2,2020
297438,193,Martin,Gleeson,ESS,DEF,,71,,,,,,,2,2020
291533,486,Tom,McDonald,MEL,FWD,,78,72,,,,,,2,2020
290722,696,Sam,Gray,SYD,FWD,,71,45,,,,,,2,2020
291773,117,Jack,Newnes,CAR,MID,,67,49,,,,,,2,2020
292511,370,Zach,Tuohy,GEE,DEF,,68,56,9867,true,DEF,Bad Boys For Fyfe,James,2,2020
293884,223,Jake,Stringer,ESS,FWD,,56,59,,,,,,2,2020
296294,227,Blake,Acres,FRE,FWD,MID,77,,182,false,FWD,Coronaviney,Paul,2,2020
261497,369,Harry,Taylor,GEE,DEF,,77,74,,,,,,2,2020
298281,482,Jake,Lever,MEL,DEF,,77,58,,,,,,2,2020
281085,484,Steven,May,MEL,DEF,,65,63,,,,,,2,2020
296422,682,Callum,Wilkie,STK,DEF,,74,96,,,,,,2,2020
993832,134,Jacob,Weitering,CAR,DEF,,73,73,,,,,,2,2020
996692,473,Marty,Hore,MEL,DEF,,47,,,,,,,2,2020
993998,536,Jy,Simpkin,NTH,FWD,MID,76,104,9806,true,FWD,HoweIMetYourMother,Lester,2,2020
1002232,232,Andrew,Brayshaw,FRE,FWD,MID,71,88,9806,false,FWD,HoweIMetYourMother,Lester,2,2020
281281,792,Lewis,Jetta,WCE,DEF,,79,67,,,,,,2,2020
291720,152,Will,Hoskin-Elliott,COL,FWD,,85,37,,,,,,2,2020
293801,149,Jamie,Elliott,COL,FWD,,51,39,,,,,,2,2020
996483,756,Toby,McLean,WBD,FWD,,62,,,,,,,2,2020
997078,216,Mason,Redman,ESS,DEF,,73,66,,,,,,2,2020
993993,599,Shai,Bolton,RIC,FWD,,77,104,,,,,,2,2020
280934,40,Daniel,Talia,ADE,DEF,,69,64,,,,,,2,2020
1000959,419,James,Cousins,HAW,MID,,63,,,,,,,2,2020
993480,659,Dougal,Howard,STK,DEF,FWD,66,33,,,,,,2,2020
261374,404,Sam J.,Reid,GWS,DEF,,68,,,,,,,2,2020
994599,554,Riley,Bonner,PTA,DEF,,72,59,,,,,,2,2020
250417,12,Bryce,Gibbs,ADE,MID,,57,,,,,,,2,2020
296225,803,Willie,Rioli,WCE,FWD,,72,,,,,,,2,2020
250395,630,Jack,Riewoldt,RIC,FWD,,63,18,,,,,,2,2020
998103,691,Oliver,Florent,SYD,MID,,86,100,33301,false,MID,"What's Up, Doch?",Jordan,2,2020
996731,96,Charlie,Curnow,CAR,FWD,,57,,,,,,,2,2020
290823,237,Reece,Conca,FRE,MID,,73,83,,,,,,2,2020
294125,272,Nathan,Wilson,FRE,DEF,,67,,,,,,,2,2020
294828,347,Josh,Jenkins,GEE,FWD,,52,,,,,,,2,2020
1002770,142,Callum L.,Brown,COL,FWD,,72,74,,,,,,2,2020
296735,520,Aaron,Hall,NTH,MID,,61,64,,,,,,2,2020
291753,285,Sam,Day,GCS,FWD,,50,123,,,,,,2,2020
293193,2,Luke,Brown,ADE,DEF,,70,52,,,,,,2,2020
298289,324,Peter,Wright,GCS,FWD,,65,,,,,,,2,2020
1005521,74,Oscar,McInerney,BRL,RUC,FWD,62,87,,,,,,2,2020
280918,55,Allen,Christensen,BRL,FWD,,56,,,,,,,2,2020
1002404,757,Aaron,Naughton,WBD,FWD,,51,66,,,,,,2,2020
1000887,437,Mitch,Lewis,HAW,FWD,,71,,,,,,,2,2020
280506,41,Taylor,Walker,ADE,FWD,,66,69,,,,,,2,2020
1004938,352,Gryan,Miers,GEE,FWD,,71,94,,,,,,2,2020
297456,297,Nick,Holman,GCS,FWD,,54,64,,,,,,2,2020
298280,204,Jayden,Laverde,ESS,FWD,,56,,,,,,,2,2020
996580,250,Ethan,Hughes,FRE,DEF,,61,43,,,,,,2,2020
280038,209,Shaun,McKernan,ESS,FWD,,65,93,,,,,,2,2020
290198,596,David,Astbury,RIC,DEF,,61,95,,,,,,2,2020
296269,61,Darcy,Gardiner,BRL,DEF,,75,87,,,,,,2,2020
270912,365,Jack,Steven,GEE,FWD,MID,73,,189,false,FWD,The Full Bonty,Anthony,2,2020
250362,23,David,Mackay,ADE,DEF,MID,52,,,,,,,2,2020
993795,95,David,Cuningham,CAR,FWD,,67,77,,,,,,2,2020
991933,602,Jason,Castagna,RIC,FWD,,62,48,,,,,,2,2020
290622,465,Mitch,Brown,MEL,FWD,,61,,,,,,,2,2020
280824,487,Jake,Melksham,MEL,FWD,,76,47,,,,,,2,2020
281078,105,Liam,Jones,CAR,DEF,,59,62,,,,,,2,2020
1002227,615,Jack,Higgins,RIC,FWD,,64,65,,,,,,2,2020
291492,730,Josh,Bruce,WBD,FWD,,61,39,,,,,,2,2020
1004385,776,Oscar,Allen,WCE,FWD,,66,79,,,,,,2,2020
293581,71,Lincoln,McCarthy,BRL,FWD,,73,51,,,,,,2,2020
280969,453,Tom,Scully,HAW,MID,,60,51,,,,,,2,2020
295340,546,Mason,Wood,NTH,FWD,,52,31,,,,,,2,2020
999827,101,Zac,Fisher,CAR,FWD,MID,71,,,,,,,2,2020
270861,150,Levi,Greenwood,COL,DEF,,69,,,,,,,2,2020
992000,666,Jack,Lonie,STK,FWD,,75,78,,,,,,2,2020
280013,765,Jackson,Trengove,WBD,DEF,,58,,,,,,,2,2020
998484,549,Cameron,Zurhaar,NTH,FWD,,60,116,,,,,,2,2020
291509,398,Adam,Kennedy,GWS,DEF,,49,,,,,,,2,2020
295067,228,James,Aish,FRE,DEF,,57,94,,,,,,2,2020
992059,265,Sam,Switkowski,FRE,FWD,,69,,,,,,,2,2020
298268,784,Liam,Duggan,WCE,DEF,,59,66,,,,,,2,2020
990816,192,Aaron,Francis,ESS,DEF,,58,49,,,,,,2,2020
280012,170,Jordan,Roughead,COL,DEF,,64,35,,,,,,2,2020
998109,187,Dylan,Clarke,ESS,MID,,57,,,,,,,2,2020
280711,562,Charlie,Dixon,PTA,FWD,,63,62,,,,,,2,2020
998114,452,Jack,Scrimshaw,HAW,DEF,,62,,,,,,,2,2020
290160,472,Michael,Hibberd,MEL,DEF,,56,,,,,,,2,2020
992049,633,Jayden,Short,RIC,DEF,,76,78,189,true,DEF,The Full Bonty,Anthony,2,2020
290802,524,Ben,Jacobs,NTH,MID,,108,,,,,,,2,2020
270811,395,Sam,Jacobs,GWS,RUC,,101,56,182,true,RUC,Coronaviney,Paul,2,2020
298302,111,Caleb,Marchbank,CAR,DEF,,62,,,,,,,2,2020
